date,case_count,sex_ratio,age_mean,age_std,age_min,age_max,lab_result_ratio,outcome_ratio,classification_ratio,morbidity_week,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_7,cases_lag_14,cases_rolling_mean_3,cases_rolling_std_3,cases_rolling_mean_7,cases_rolling_std_7,cases_rolling_mean_14,cases_rolling_std_14,cases_diff_1,cases_diff_7,month,day_of_week,week_of_year,is_weekend,month_sin,month_cos,day_of_week_sin,day_of_week_cos
2025-01-15,0.390625,0.45432098765432083,0.4636873494564875,0.5541307078576994,0.14285714285714285,0.0,0.5692281935375856,0.5601263192886234,0.4307718064624141,0.0392156862745098,0.359375,0.140625,0.25,0.28125,0.46875,0.24299065420560773,0.3313211615407886,0.4114285714285715,0.46105712536202903,0.3913043478260878,0.5063437656624712,0.550561797752809,0.5145631067961165,0.0,0.3333333333333333,0.0392156862745098,0.0,0.75,0.9330127018922194,1.0,0.3568958678922095
2025-01-16,0.15625,0.1708513708513708,0.3719593341623577,0.41684578380913084,0.2857142857142857,0.75,0.6766053300458126,0.3930101312300267,0.32339466995418775,0.0392156862745098,0.390625,0.359375,0.140625,0.359375,0.140625,0.25233644859813076,0.30953395007559,0.3371428571428572,0.5490612790948791,0.3956521739130441,0.49465991911406015,0.3595505617977528,0.3203883495145631,0.0,0.5,0.0392156862745098,0.0,0.75,0.9330127018922194,0.7225209339563144,5.551115123125783e-17
2025-01-17,0.421875,0.45576592082616174,0.6144404833155512,0.2142073115375811,0.0,1.0,0.8965344048216977,0.7729046327418878,0.10346559517830245,0.0392156862745098,0.15625,0.390625,0.359375,0.515625,0.65625,0.28971962616822466,0.35312757640697734,0.30285714285714294,0.5047470916081934,0.3304347826086964,0.3316906560799062,0.7191011235955056,0.3883495145631068,0.0,0.6666666666666666,0.0392156862745098,0.0,0.75,0.9330127018922194,0.27747906604368566,0.0
2025-01-18,0.625,0.6154761904761905,0.6195629349652023,0.40859811456506767,0.0,1.0,0.6799608655616944,0.7488780852655199,0.3200391344383057,0.0392156862745098,0.421875,0.15625,0.390625,0.65625,0.265625,0.42990654205607504,0.5717637781520796,0.2914285714285718,0.46617208914176345,0.43043478260869694,0.45097347691971845,0.6741573033707865,0.42718446601941745,0.0,0.8333333333333333,0.0392156862745098,1.0,0.75,0.9330127018922194,0.0,0.3568958678922094
2025-01-19,0.171875,0.586780383795309,0.692584593232541,0.44803128599651254,0.0,1.0,0.48108278297113105,0.7521852219828311,0.5189172170288686,0.0392156862745098,0.625,0.421875,0.15625,0.25,0.203125,0.43925233644859807,0.5520566004767944,0.2628571428571429,0.5037789965163229,0.4217391304347835,0.47164042029807685,0.2022471910112359,0.39805825242718446,0.0,1.0,0.0392156862745098,1.0,0.75,0.9330127018922194,0.0990311320975808,0.8019377358048383
2025-01-20,0.359375,0.4118143459915611,0.6643883679179083,0.48183043637463374,0.0,1.0,0.7635944026600716,0.8077786088257293,0.23640559733992839,0.058823529411764705,0.171875,0.625,0.421875,0.140625,0.4375,0.40186915887850505,0.5537981082741009,0.34285714285714297,0.4218480111991084,0.40000000000000124,0.4627054043695791,0.6629213483146067,0.5825242718446602,0.0,0.0,0.058823529411764705,0.0,0.75,0.9330127018922194,0.5,1.0
2025-01-21,0.359375,0.4528028933092223,0.8302485168275142,0.34750397160855906,0.2857142857142857,0.75,0.7187406620933443,0.6955871353777114,0.281259337906656,0.058823529411764705,0.359375,0.171875,0.625,0.359375,0.40625,0.24299065420560773,0.2633073594246888,0.34285714285714297,0.4218480111991084,0.38695652173913064,0.45920738244716364,0.5280898876404494,0.4466019417475728,0.0,0.16666666666666666,0.058823529411764705,0.0,0.75,0.9330127018922194,0.9009688679024191,0.8019377358048384
2025-01-22,0.328125,0.4512059369202226,0.5326264807906274,0.47408431822204244,0.2857142857142857,1.0,0.2777759658723997,0.699958231745816,0.7222240341276004,0.058823529411764705,0.359375,0.359375,0.171875,0.390625,0.28125,0.33644859813084116,0.04388455990410882,0.31999999999999984,0.4193604857697797,0.40000000000000124,0.4494152992787812,0.5056179775280898,0.4077669902912621,0.0,0.3333333333333333,0.058823529411764705,0.0,0.75,0.9330127018922194,1.0,0.3568958678922095
2025-01-23,0.28125,0.6455598455598457,0.7988247426692348,0.7814681751459398,0.0,1.0,0.4096135311604925,0.6949806949806949,0.5903864688395076,0.058823529411764705,0.328125,0.359375,0.359375,0.15625,0.359375,0.28971962616822466,0.0956441809018943,0.3657142857142861,0.3384884389100752,0.3782608695652181,0.4609734276190207,0.4943820224719101,0.5242718446601942,0.0,0.5,0.058823529411764705,0.0,0.75,0.9330127018922194,0.7225209339563144,5.551115123125783e-17
2025-01-24,0.328125,0.7035250463821892,0.7291707572485109,0.7796459251120282,0.0,0.75,0.3698135114508798,0.6539160166684477,0.6301864885491205,0.058823529411764705,0.28125,0.328125,0.359375,0.421875,0.515625,0.2710280373831777,0.06582683985616852,0.33142857142857185,0.32992827208913755,0.32608695652174013,0.4123375610199771,0.5617977528089887,0.3883495145631068,0.0,0.6666666666666666,0.058823529411764705,0.0,0.75,0.9330127018922194,0.27747906604368566,0.0
2025-01-25,0.234375,0.40026827632461437,0.7857816445106924,0.43532576493554975,0.2857142857142857,1.0,0.7023153486463733,0.539783201828774,0.29768465135362654,0.058823529411764705,0.328125,0.28125,0.328125,0.625,0.65625,0.2149532710280373,0.11401543113258839,0.18857142857142906,0.04449645326712354,0.20869565217391362,0.2111304598297029,0.46067415730337075,0.20388349514563106,0.0,0.8333333333333333,0.058823529411764705,1.0,0.75,0.9330127018922194,0.0,0.3568958678922094
2025-01-26,0.640625,0.3306823760432007,0.4149911306064582,0.33524861217779955,0.14285714285714285,0.75,0.65446571427092,0.6460840934851841,0.34553428572907985,0.058823529411764705,0.234375,0.328125,0.28125,0.171875,0.25,0.42990654205607504,0.5173913307342145,0.3599999999999999,0.3023282400376144,0.3173913043478267,0.4003181671547704,0.8202247191011236,0.7378640776699028,0.0,1.0,0.058823529411764705,1.0,0.75,0.9330127018922194,0.0990311320975808,0.8019377358048383
2025-01-27,0.421875,0.49477911646586326,0.27581600700859576,0.5162996260617723,0.0,0.5,0.7257659467604218,0.516621459660632,0.27423405323957806,0.0784313725490196,0.640625,0.234375,0.328125,0.359375,0.140625,0.485981308411215,0.4945538736509775,0.382857142857143,0.3105643113685457,0.3956521739130441,0.3210748650488804,0.37078651685393255,0.48543689320388345,0.0,0.0,0.0784313725490196,0.0,0.75,0.9330127018922194,0.5,1.0
2025-01-28,0.234375,0.44587525150905427,0.3520923959886022,0.6171241577830631,0.0,1.0,0.901946081309555,0.539783201828774,0.098053918690445,0.0784313725490196,0.421875,0.640625,0.234375,0.359375,0.359375,0.485981308411215,0.4945538736509775,0.3371428571428572,0.352140588964611,0.3608695652173921,0.35202261963248116,0.3932584269662921,0.3689320388349514,0.0,0.16666666666666666,0.0784313725490196,0.0,0.75,0.9330127018922194,0.9009688679024191,0.8019377358048384
2025-01-29,0.28125,0.383011583011583,0.5527017298075609,0.20710822490017433,0.0,1.0,0.3138447337342367,0.5752087165699731,0.6861552662657636,0.0784313725490196,0.234375,0.421875,0.640625,0.328125,0.390625,0.2710280373831777,0.23734204640318526,0.31999999999999984,0.36243626759483505,0.3304347826086964,0.35807268661502367,0.5617977528089887,0.4174757281553398,0.0,0.3333333333333333,0.0784313725490196,0.0,0.75,0.9330127018922194,1.0,0.3568958678922095
